ItemSku,ItemDocumentValue,generated_captions,,,,,,,,
70882062294,http://static.meijer.com/Media/007/08820/0070882062294_0_A1C1_0600.png,"The image features a package of black and gray socks, with the price tag prominently displayed on the front of the package. The socks are placed on a white background, showcasing their size and color. There are multiple pairs of socks visible in the image, with some closer to the top and others closer to the bottom of the package. The socks appear to be well-maintained and ready for use.<|im_end|>",,,,,,,3,
71928317783,http://static.meijer.com/Media/007/19283/0071928317783_1_A1C1_0600.png,"The image features a blue and white plate with the name ""Baby Bottle"" printed on it. The plate is placed on a white background, showcasing the product's name and logo. There are several bottles visible on the plate, with some closer to the center and others positioned towards the edges. The bottles appear to be of different sizes, ranging from small to larger ones. The overall design of the plate is visually appealing and inviting, making it an ideal product for baby bottle enthusiasts.<|im_end|>",,,,,,,1,
4316846661,http://static.meijer.com/Media/000/43168/0004316846661_0_A1C1_0600.png,"The image features a blue box with a white background, showcasing a collection of three light bulbs. The bulbs are arranged in a triangular formation, with two of them positioned on the left side and one on the right side of the box. The bulbs are illuminated, creating a warm and inviting atmosphere. The box is placed on a white surface, adding to the overall visual appeal of the display.<|im_end|>",,,,,,,3,
70777319390,http://static.meijer.com/Media/007/07773/0070777319390_1_A1C1_0600.png,"The image features a blue and white box with the name ""Bosch"" prominently displayed on it. The box is positioned in the center of the image, taking up a significant portion of the space. There are several other boxes visible in the background, but they are not as prominent as the main Bosch box. The box appears to be a product packaging for Bosch, a well-known German company known for its innovative products and services.<|im_end|>",,,,,,,1,
2310011785,http://static.meijer.com/Media/000/23100/0002310011785_1_A1C1_0600.png,"The image features a box of dog treats, specifically designed for dogs. The box contains various dog treats, including a variety of flavors such as chicken, beef, and cheese. The treats are arranged in a visually appealing way, with some placed closer to the top of the box and others closer to the bottom. There are also several dog toys scattered throughout the box, adding to the overall appeal of the product.<|im_end|>",,,,,,,3,
71928320451,http://static.meijer.com/Media/007/19283/0071928320451_2_A1C1_0600.png,"The image features a pack of Tide laundry detergent in blue and white. The pack contains 12 cans of detergent, each containing 12 ounces of laundry detergent. The cans are arranged in a neat and organized manner, making it easy for customers to select their desired amount of detergent. The pack is placed on a white background, providing a clean and visually appealing setting for the product.<|im_end|>",,,,,,,1,
71928391583,http://static.meijer.com/Media/007/19283/0071928391583_0_A1C1_0600.png,"The image features a close-up view of a blue and white dog collar with the number ""10"" embroidered on it. The collar is placed on a white background, showcasing its unique design and color combination. The number ""10"" is prominently displayed on the collar, making it easily visible to anyone who looks at it. The collar appears to be a high-quality accessory for dogs, adding a touch of style and elegance to their outfits.<|im_end|>",,,,,,,3,
5113162665,http://static.meijer.com/Media/000/51131/0005113162665_1_A1C1_0600.png,"The image features a box of Coffee Bean Grinder, a coffee grinder designed for brewing coffee at home. The box is placed on a white background, showcasing the product's packaging. Inside the box, there are several coffee beans arranged in a pyramid-like formation, indicating that the grinder is ready to be used for brewing coffee. The coffee beans are positioned in various locations within the pyramid, with some closer to the top and others closer to the bottom.<|im_end|>",,,,,,,1,
71928392186,http://static.meijer.com/Media/007/19283/0071928392186_0_A1C1_0600.png,"The image showcases a red and white watch with a distinctive design. The watch is set against a white background, highlighting its vibrant colors. The watch features a red and white color scheme, with the red being the primary hue. The watch's design is reminiscent of a skateboard, featuring a skateboard logo on the front. The watch is positioned in the center of the image, drawing attention to its unique appearance.<|im_end|>",,,,,,,1,
7734135710,http://static.meijer.com/Media/000/77341/0007734135710_1_A1C1_0600.png,"The image features a large, round, silver and black sign with the words ""BMW"" prominently displayed on it. The sign is placed on a white background, making it stand out against the white background. There are several smaller signs surrounding the main sign, adding to the overall visual appeal of the display. These smaller signs are positioned at different heights and distances from the main sign, creating a visually appealing arrangement.<|im_end|>",,,,,,,1,
88692618878,http://static.meijer.com/Media/088/69261/0886926188783_a1c1_0600.png,"The image features a plastic bag filled with various types of meat, including chicken, beef, and pork. The bag is placed on a white background, showcasing the variety of meats inside. There are multiple pieces of meat in the bag, with some located closer to the top and others near the bottom. The bag appears to be empty, as there are no visible items inside.<|im_end|>",,,,,,,1,
7432912339,http://static.meijer.com/Media/000/74329/0007432912339_0_A1C1_0600.png,"The image features a bag of green peppers, which are packaged in a red and white wrapper. The bag contains a variety of green peppers, with some of them closer to the top and others closer to the bottom. There are at least 10 green peppers visible in the bag, making it a popular snack or food item.<|im_end|>",,,,,,,1,
2200002036,http://static.meijer.com/Media/000/22000/0002200002036_0_A1C1_0600.png,"The image displays a blue and white box of Tide laundry detergent, featuring a blue and yellow design. The box contains 12 bottles of detergent, each containing 10.5 ounces of laundry detergent. The bottles are arranged in a row, with some closer to the front and others further back. The box is positioned on a surface, likely a table or counter, for easy access by customers.<|im_end|>",,,,,,,1,
7922305610,http://static.meijer.com/Media/000/79223/0007922305610_0_A1C1_0600.png,"The image features a red gas canister placed on a white background. The gas canister is positioned in the center of the image, with a black handle protruding from the top of the canister. The handle appears to be connected to the gas canister, making it easy to use. The gas canister is quite large, taking up a significant portion of the image. Additionally, there are several smaller gas canisters scattered around the scene, adding to the overall gas supply.<|im_end|>",,,,,,,3,
4000000105,http://static.meijer.com/Media/000/40000/0004000000105_3_A1C1_0600.png,"The image features a close-up view of a Toblerone chocolate bar, which is placed on a white background. The Toblerone bar is positioned in the center of the image, taking up a significant portion of the space. It appears to be a popular chocolate bar, as it is the main focus of the scene. There are several smaller Toblerone bars scattered around the main bar, adding to the overall visual appeal of the image.<|im_end|>",,,,,,,2,
4.89407E+11,http://static.meijer.com/Media/048/94067/0489406732033_1_A1C1_0600.png,"The image features a close-up view of a red and black hose, which is connected to a metal pipe. The hose is positioned in the center of the image, with the metal pipe stretching out towards the right side of the frame. There are several other objects visible in the scene, including a pair of scissors placed on the left side of the image, and a bottle located on the right side of the frame. Additionally, there are two more bottles positioned closer to the center of the image, one on the left and one on the right side.<|im_end|>",,,,,,,3,
4125062066,http://static.meijer.com/Media/000/41250/0004125062066_1_A1C1_0600.png,"The image features a black bottle of lubricant, specifically designed for use in the automotive industry. The bottle is placed on a white background, showcasing its sleek and professional appearance. The bottle contains a significant amount of lubricant, making it an ideal choice for automotive professionals.<|im_end|>",,,,,,,2,
79356901236,http://static.meijer.com/Media/007/93569/0079356901236_0_A1C1_0600.png,"The image features a jar of pickled vegetables, specifically pickled cucumbers, placed on a white surface. The jar is filled with a variety of pickled cucumbers, some of which are closer to the top of the jar, while others are positioned further down. There are at least 10 pickled cucumbers in the jar, making it a popular choice for those who enjoy this type of food.<|im_end|>",,,,,,,4,
4125020088,http://static.meijer.com/Media/000/41250/0004125020088_2_A1C1_0600.png,"A white plate holds a selection of food items, including a dozen donuts of varying shapes and sizes. Some are round, while others are square. The donuts are arranged in an appealing manner, with some closer to the plate's edge and others towards the center. The plate sits on a dining table, awaiting someone's enjoyment.<|im_end|>",,,,,,,2,
85658400423,http://static.meijer.com/Media/008/56584/0085658400423_1_A1C1_0600.png,"The image features a close-up view of a packaged tube of a hair care product, specifically a shampoo. The tube is placed on a white background, showcasing its sleek and modern design. The shampoo is positioned in the center of the image, taking up a significant portion of the frame. There are several other hair care products visible in the background, but they are not as prominent as the main shampoo.<|im_end|>",,,,,,,1,
4980710823,http://static.meijer.com/Media/004/98071/0049807108236_a1c1_0600.png,"The image features a close-up view of a bottle of WD-40 spray, which is a popular lubricant and lubricant additive. The bottle is placed on a white background, showcasing its vibrant color and the various sizes of the spray can. There are multiple spray cans visible in the image, with some closer to the top and others closer to the bottom. The spray cans are positioned in a way that allows for a clear view of their contents, making it easy to identify the specific product being used.<|im_end|>",,,,,,,2,
64336211012,http://static.meijer.com/Media/006/43362/0064336211012_0_A1C1_0600.png,"The image features a package of mushrooms, specifically shiitake mushrooms, displayed on a white background. The mushrooms are packaged in a plastic bag, and there are multiple mushrooms visible in the package. Some of the mushrooms are closer to the top of the bag, while others are positioned further down. The package contains a variety of shiitake mushrooms, making it an appealing option for those interested in purchasing them.<|im_end|>",,,,,,,3,
5450010174,http://static.meijer.com/Media/000/54500/0005450010174_2_A1C1_0600.png,"The image showcases a box of Hot Dog Buns, a popular brand of hot dogs. The box is filled with a variety of hot dogs, with at least 13 visible. Some are closer to the front, while others are further back. The hot dogs are arranged in an appealing manner, making the box visually appealing and enticing.<|im_end|>",,,,,,,1,
5783602261,http://static.meijer.com/Media/000/57836/0005783602261_1_A1C1_0600.png,"The image features a plastic container filled with various types of tomatoes, including cherry tomatoes and red tomatoes. The container is placed on a white background, showcasing the variety of tomatoes inside. There are multiple tomatoes visible in the container, with some closer to the top and others closer to the bottom. The tomatoes come in different sizes, ranging from small to larger ones, adding to the overall visual appeal of the container.<|im_end|>",,,,,,,2,
3740702107,http://static.meijer.com/Media/000/37407/0003740702107_0_A1C1_0600.png,"The image features a bag of bread sitting on a white background. The bag is filled with various types of bread, including loaves, slices, and rolls. There are multiple loaves of bread in the bag, with some located closer to the top and others near the bottom. Additionally, there are several slices of bread scattered throughout the bag, with some closer to the top and others near the bottom. A few rolls can also be seen in the bag, with one located near the top and another near the bottom. Overall, the bag of bread appears to be well-stocked with a variety of different types",,,,,,,2,
70882026467,http://static.meijer.com/Media/007/08820/0070882026467_3_A1C1_0600.png,"The image showcases a close-up of a spaghetti and meatballs dish, with the pasta and meatballs arranged in an appealing manner. The dish is in a plastic container, likely a Tupperware, and is filled with a generous amount of meatballs. The meatballs are distributed across the dish, with some near the center and others towards the edges. The dish is set on a table, awaiting consumption.<|im_end|>",,,,,,,4,
2400050787,http://static.meijer.com/Media/000/24000/0002400050787_0600.png,"The image displays a small, clear plastic cup filled with a yellow liquid, possibly a smoothie or a dessert. The cup sits on a white surface, and the liquid appears to be a creamy, frozen dessert. The cup is centered in the image, drawing focus to its contents.<|im_end|>",,,,,,,1,
21278600000,http://static.meijer.com/Media/002/12786/0021278600000_0_A1C1_0600.png,"A white bowl holds a delectable dessert, possibly a cake or pastry, filled with a mix of fruits such as cherries and raspberries. The bowl sits on a dining table, with the fruits arranged attractively. The dessert's presentation is enticing and inviting, making it an ideal choice for a special occasion or a sweet treat.<|im_end|>",,,,,,,1,
70882002471,http://static.meijer.com/Media/007/08820/0070882002471_0_A1C1_0600.png,"The image features a small, hand-drawn apple with a face on it. The apple is placed on top of a piece of paper, which is likely a menu or a menu card. The apple's face is positioned in the center of the paper, making it the focal point of the image. There are several other apples visible in the background, but they are not as prominent as the main apple with the face.<|im_end|>",,,,,,,1,
21784400000,http://static.meijer.com/Media/002/17844/0021784400000_2_A1C1_0600.png,"A large bowl holds a colorful assortment of cereal, featuring a mix of granola, oatmeal, and other types of cereal. The bowl sits on a table, with the cereal arranged in an appealing manner. The cereal is distributed throughout the bowl, with some pieces closer to the top, middle, and bottom. The bowl is filled to the brim, highlighting the abundance of cereal.<|im_end|>",,,,,,,1,
7146402280,http://static.meijer.com/Media/000/71464/0007146402280_0_A1C1_0600.png,"The image features a bottle of Kitchen Bouquet, a herbal tea blend, placed on a white background. The bottle is positioned in the center of the image, with its label prominently displayed. The bottle contains a variety of herbs and spices, making it a unique and flavorful tea. The bottle is quite large, taking up a significant portion of the image.<|im_end|>",,,,,,,1,
38290844003,http://static.meijer.com/Media/003/82908/0038290844003_0600.png,"The image displays a box of Coca-Cola, a popular soft drink, with the label prominently displayed. The box is white and orange, featuring the Coca-Cola logo. The box is open, displaying the contents inside. Inside, there are several bottles of Coca-Cola, arranged in a row. The bottles are positioned in a neat and organized manner, with some closer to the front of the box and others further back. The overall presentation of the Coca-Cola box is visually appealing and inviting.<|im_end|>",,,,,,,1,
71373330351,http://static.meijer.com/Media/071/37333/0713733303514_a1c1_0600.png,"The image features a bottle of Dove Men+Care shampoo and conditioner, placed on a white background. The bottle is positioned in the center of the image, taking up a significant portion of the space. The bottle is filled with a blue liquid, likely containing shampoo or conditioner. There are several smaller bottles of Dove Men+Care shampoo and conditioner located around the main bottle, adding to the overall appearance of the product.<|im_end|>",,,,,,,1,
4116743106,http://static.meijer.com/Media/000/41167/0004116743106_0600.png,"The image displays a box of Coffee Bean Extract, a natural supplement, with the label prominently displayed. The box is positioned on a white background, highlighting the product's contents. The label offers information about the product's ingredients and benefits, making it an attractive option for those seeking a natural solution for their health and wellness goals.<|im_end|>",,,,,,,1,
76023619748,http://static.meijer.com/Media/076/02361/0760236197485_a1r1_0600.png,"The image features a box of the Dexamethasone Inhalation Solution, which is a medication used to treat asthma and other breathing problems. The box contains a single dose of the medication, which is placed in the center of the box. There are several other boxes of the same medication located around the main box, indicating that they are part of a larger packaging setup. The boxes are positioned in a way that allows customers to easily access the medication and ensure they have the correct dosage.<|im_end|>",,,,,,,1,
71928319407,http://static.meijer.com/Media/007/19283/0071928319407_0600.png,"The advertisement for the Green Energy Project, a renewable energy project, is prominently displayed on a white background. The text is in a foreign language, possibly Spanish, and is accompanied by a picture of a green leaf. The advertisement aims to attract potential investors and supporters of the project.<|im_end|>",,,,,,,1,
4125052533,http://static.meijer.com/Media/004/12505/0041250525332_a1c1_0600.png,"The image features a blue and white bottle of Dove soap, which is placed on a white background. The bottle contains a large amount of soap, with its contents spread out across the surface of the bottle. There are several smaller bottles of Dove soap placed around the main bottle, adding to the overall quantity of soap available. The bottles are positioned in various locations, with some closer to the top of the image and others closer to the bottom.<|im_end|>",,,,,,,1,
70414200007,http://static.meijer.com/Media/007/04142/0070414200007_1_A1C1_0600.png,"The advertisement for the ""Sand in the sand"" book, published by the University of California Press, is prominently displayed on a page. The book is described as ""a collection of essays on the desert and its inhabitants."" The advertisement highlights the book's content and features a picture of a man sitting on a beach, wearing a backpack and enjoying the desert landscape. The book is described as ""a collection of essays on the desert and its inhabitants,"" and the advertisement emphasizes the book's content and appeal to readers.<|im_end|>",,,,,,,1,
4125056427,http://static.meijer.com/Media/000/41250/0004125056427_0600.png,"The image features a close-up view of a green and purple liquid bottle containing a yellow substance. The bottle is placed on a white background, and the substance appears to be a nutritional supplement or healthy food ingredient. The bottle is positioned in the center of the image, making it the focal point of the scene. There are several smaller bottles visible in the background, possibly containing other nutritional supplements or healthy food ingredients.<|im_end|>",,,,,,,2,
71373320204,http://static.meijer.com/Media/007/13733/0071373320204_1_A1C1_0600.png,"The image features a bottle of Nutra-Life Essential Oils, a line of natural supplements that are designed to support overall health and wellness. The bottle is placed on a white background, showcasing the product's packaging and labeling. The bottle contains a variety of essential oils, including lavender, lemon, and peppermint, which are commonly used in various health and wellness applications. The bottle is positioned in the center of the image, making it the focal point of the scene.<|im_end|>",,,,,,,2,
88692647395,http://static.meijer.com/Media/008/86926/0088692647395_2_A1C1_0600.png,"The image features a bottle of a herbal supplement called ""Lemon Balm"" placed on a white background. The bottle contains a blue liquid inside, likely containing the herbal ingredients. There are several smaller bottles of the same product scattered around the scene, adding to the overall visual appeal of the display.<|im_end|>",,,,,,,1,
